6     28501 38596   119.94.253.60   50.108.42.251	6119.761
6     15609 35945   119.94.171.57   50.108.42.251	5999.114
6     62695   443  51.171.189.235  232.136.63.104	5995.874
6      1095 32910  107.240.111.19   66.187.39.117	5991.903
6     33283 23784     50.68.12.21  51.109.151.154	5938.05
6     33507 46302   109.71.12.143  119.94.168.123	5933.981
6     21593 366822081:c6..f00::7ddffe:39..88:fff5	5879.519
6     50795    80    224.31.93.59   94.247.88.119	5876.174
6     20326 53290    51.60.214.70   50.33.139.162	5757.898
6     19093 18779  119.94.253.177   50.108.42.251	5698.957
6      1095 330482001:14..00:ff10dffe:c6..7e:d280	5633.328
6      1095 55362  107.240.111.22   42.24.245.254	5632.449
6       443 35716    98.140.0.203     51.245.29.4	5572.56
6     13568   443  51.171.191.219  219.170.11.185	5561.797
6     61901   443  51.171.224.120  219.170.10.146	5458.979
6     59403   443    191.42.111.6  75.193.202.216	5457.194
6     25057 44192   119.94.171.21   51.141.180.57	5397.163
6     28756 20438   50.108.42.251   119.94.171.30	5396.619
6     28631  8402  119.94.253.232   50.108.42.251	5339.309
6     30022 32306   119.94.171.48   50.108.42.251	5339.077
6     26461 15774   50.108.42.251  119.94.168.248	5335.279
6     50470 36231  69.166.124.234    110.235.81.6	5274.936
6     28329 21772  119.94.170.108   50.108.42.251	5219.791
6     17868  5684   119.94.171.54   50.108.42.251	5219.786
6     62696   443  51.171.189.235  232.136.63.104	5204.224
6     30207 35570    119.94.170.4   50.108.42.251	5099.536
6     48906 23970     50.68.12.21  51.109.151.209	5098.286
6     34990  1094    51.40.150.98 116.130.236.119	5039.099
6     31082 31034  119.94.170.169   50.108.42.251	5038.828
6     64790 24490   50.108.42.251  119.94.170.195	5038.771
6     20658 38812  119.94.253.181   50.108.42.251	5038.762
6     31034 31082   50.108.42.251  119.94.170.169	5037.817
6     13664 31112   50.108.42.251  119.94.253.162	5035.838
6      1095 46896  107.240.111.56   58.143.160.74	5027.298
6      9972 15609   50.108.42.251   119.94.171.57	4978.496
6      5373   443  51.171.191.219  219.170.11.159	4965.33
6     34480 60754  119.94.169.110   50.108.42.251	4919.732
17    14280  3496  51.238.133.139   238.140.60.98	4916.905
6     22536 47692   105.78.132.97  116.130.137.86	4848.744
6     33122 43700    57.136.32.80    109.230.54.3	4799.678
6     34680   443  48.195.223.156  237.245.27.218	4798.856
6     18539 62941   104.96.54.213 163.230.136.214	4797.845
6     60574 15774   50.108.42.251  119.94.168.248	4739.482
6     62564 20377   50.108.42.251   119.94.169.76	4739.263
6     34334  1094    51.40.150.97  116.130.236.93	4739.075
6     56690 22222ea85:81..00:1a8c2081:c7..9b:5d80	4738.813
6      1095 39140  107.240.111.10   66.187.39.241	4738.399
6     62004 28807   50.108.42.251   119.94.253.60	4735.779
6     34260 15090   113.111.81.88   119.94.170.91	4619.823
6     21104 29799   50.108.42.251  119.94.170.142	4619.781
6      1095 52764  107.240.111.46    66.186.9.213	4619.688
6      1094 60320   119.17.29.207   50.108.42.251	4559.766
6     60320  1094   50.108.42.251   119.17.29.207	4558.526
6     33224  1095   117.22.219.21  107.240.111.46	4556.427
6      9330 28697   50.108.42.251   119.94.171.18	4556.215
6      1095 38838  107.240.111.61   117.22.219.86	4554.609
6      1095 48846  107.240.111.54    66.187.39.69	4554.205
6     54212  1095   66.186.10.125  107.240.111.57	4537.898
6     48326 20570   116.79.156.93  105.146.93.242	4499.755
6      9002 50980   48.231.88.105  107.133.228.77	4499.286
6     51712 471412081:c6..:ff::7c1900:9f..d8:4aef	4498.988
6     23518 45492  51.109.151.222    51.209.3.205	4498.629
6      1095 53516  107.240.111.45   66.186.44.240	4497.744
6     60503 581221900:9f..a7:36772081:c6..0::ff67	4493.59
6     35890  1095  117.22.180.166  107.240.111.44	4492.257
6     41762 34091  51.109.148.198   119.94.253.66	4491.017
6     55936  1094    51.40.150.96  116.130.236.75	4439.513
6     42224  1094   51.40.150.109  116.130.236.69	4439.344
6      1095 53506  107.240.111.22   58.143.160.74	4439.176
6     33498  1094   51.40.150.119  116.130.236.82	4438.634
6      1095 41942  107.240.111.46   117.22.219.34	4437.795
6     54980  1094   51.40.150.109 116.130.236.123	4436.609
6     32992  1095    66.187.91.18   107.240.111.3	4436.213
6      1095 45144   107.240.111.3   66.187.91.246	4431.659
6      1095 54664  107.240.111.16   117.22.158.72	4427.665
6     43548  1095   117.22.219.69  107.240.111.19	4427.082
6     28660 33111   50.108.42.251   119.94.171.19	4378.538
6     44020  1094    51.40.150.99    84.27.34.146	4377.489
6      1095 33680  107.240.111.50    66.187.38.71	4376.395
6     45020  1094    51.40.150.98  116.130.236.75	4374.533
6       443 57343 253.108.113.166  124.165.224.10	4370.735
6     28597 15774   50.108.42.251  119.94.168.248	4318.815
17    13342  3544  224.226.128.26   214.97.244.18	4318.531
6     51346  1094    51.40.150.98 116.130.236.116	4315.609
6      1095 53374  107.240.111.46   66.187.39.141	4259.302
6      1094 41122d920:1e..5b:153bd5ff:b5..4d:ea5f	4217.272
6     25317 34314   119.94.171.59   50.108.42.251	4199.911
6       443 60652   203.8.175.245  123.188.64.134	4199.633
6     58724  1095  109.230.54.117  107.240.111.10	4197.509
6      1094 58112d920:1e..5b:153bd5ff:b5..cd:e5b3	4195.735
6     42766  1095   66.187.92.192   107.240.111.3	4191.526
6     34384 10050   119.94.171.28   50.108.42.251	4138.943
6     23139 36126  107.240.111.16      96.85.25.8	4135.694
6     27292 39728  119.94.168.134    51.60.214.22	4077.781
6     54422 24576     96.85.26.94   107.240.111.5	4019.954
17    52494 52050 173.173.140.152   51.245.66.130	4019.845
6     23192 39480   119.94.253.65    50.101.25.25	4019.754
6     46348  1095  66.186.104.120  107.240.111.10	4017.617
6     49950  1095  51.141.180.251   51.51.156.131	4007.197
6      1095 55026 118.184.206.123  117.224.39.126	3983.733
6     35104  1095df81:f9..f7:9bbbdb00:ba..ffee:ed	3959.994
6      1095 35104db00:ba..ffee:eddf81:f9..f7:9bbb	3959.585
6        80 43035     51.57.62.74  143.24.179.173	3959.576
6       443 57574eafd:34..ff00::2207e:41..25:e119	3899.544
6      1094 50416  118.80.133.224   66.186.13.127	3899.394
6     43876 24283dffe:f9..f8b:1fd2001:6a..:ff::f6	3898.864
6     58681   443   51.171.251.37  219.170.10.141	3884.867
6     25336  1094   50.108.42.251   119.17.30.220	3839.728
6     40606  1094   165.98.47.103  116.130.236.82	3839.614
6      1094 44066     84.27.34.61    51.40.150.98	3838.009
17    36910 46631    48.142.206.4    69.60.184.76	3838.004
6      1095 52332  107.240.111.41  51.237.172.180	3779.821
6     55871 22681 118.184.206.247  120.74.196.118	3779.246
6     26352 52494  119.94.253.162  51.109.148.198	3777.756
6     60322 22143   50.108.42.251   119.94.169.73	3776.699
6     57822  1095   66.187.39.165  107.240.111.43	3772.447
6     18829 54286  119.94.253.248   51.168.10.178	3719.864
6     33594 220572001:ec..f00::f72481:19..:ff::30	3719.456
6      1094 37104  118.80.133.229  66.186.249.127	3659.883
6     22583 27364  119.94.169.101   50.108.42.251	3659.26
6     25760 24176   119.94.169.66   50.108.42.251	3659.019
6     34594 20318   50.33.139.166    51.60.214.71	3652.261
6     55746  1095   66.186.44.202  107.240.111.44	3651.95
6     27916 59018  119.94.170.195   51.141.180.71	3599.712
6     37466 248242481:19..ff:ffe6d500:ec..7d:ff80	3599.61
6      8080 47644   165.98.46.253   66.186.10.119	3599.601
6     17394 46690   119.94.170.91   50.108.42.251	3539.659
6     24030 48704   119.94.171.41   50.108.42.251	3539.574
6      1094 48036  116.130.236.78   51.142.79.217	3538.781
6     65250 18460 113.111.102.212  119.94.170.128	3537.969
6     33053 38058   119.94.171.55   51.142.79.217	3537.791
6     34384 46812   119.94.171.28   51.142.79.217	3535.895
6     10030  8348   122.45.19.171   43.190.154.46	3509.27
6      1094 55662 116.130.236.116   51.142.79.217	3505.725
6     55662  1094   51.142.79.217 116.130.236.116	3496.186
6      1095 55300   107.240.111.3  117.22.180.157	3479.447
6     20355 45768  119.94.170.114   50.108.42.251	3478.992
6     45768 20355   50.108.42.251  119.94.170.114	3478.676
6     55300  1095  117.22.180.157   107.240.111.3	3477.321
6     19236   443   51.239.159.35  232.136.60.174	3477.164
6     41743 16555   50.108.42.251   119.94.253.63	3419.973
6     49785   443    224.31.99.51   66.97.142.222	3418.29
6     47614  1095  117.22.180.197  107.240.111.57	3417.092
6      1095 47614  107.240.111.57  117.22.180.197	3414.81
6     39364  1095  117.22.180.216   107.240.111.5	3412.975
6      1094 42520   119.17.29.191    119.45.33.68	3390.928
6     44476 25688   50.108.42.251  119.94.169.150	3358.811
17    33001 50020 171.183.203.177 108.115.201.116	3323.771
6     33128 42062     96.85.26.61   109.230.54.47	3299.785
6     34392   443  104.83.255.149  82.186.213.202	3297.648
6      1095 46769 118.184.206.116  117.224.39.126	3239.679
6     47014  1095  117.224.39.126 118.184.206.117	3239.5
17     9210 13160  161.149.39.122    49.5.217.215	3237.957
6     52567   443  99.242.239.115  232.136.29.103	3237.482
6     42348  1095  117.22.180.198  107.240.111.41	3236.916
6     52036   443  51.171.227.200  219.170.11.157	3236.595
17    15421  3544  224.226.128.26   214.97.244.18	3215.631
6     42608   443    120.16.14.35   55.243.59.245	3167.672
6     13588 31616   50.108.42.251   119.94.170.94	3119.434
6     58602 34497   50.108.42.251  119.94.171.134	3119.031
6     63906   443  48.232.158.144  201.216.188.31	3114.671
6     60394  8080dffe:6c..f6:e31d207e:38..f::ff12	3113.222
6     60656 33134   51.141.180.71    57.136.32.14	3113.049
6      1094 52274  116.130.236.93   165.98.47.168	3059.722
6     28550 52121  119.94.169.112   50.108.42.251	3059.469
6     36940  1095   66.187.38.122  107.240.111.10	3055.304
6      1095 33969  107.240.111.48 237.243.197.245	3051.151
6     52476  1095    66.187.3.243  107.240.111.46	3041.669
6     20334 45502    51.60.214.80 237.243.201.220	2999.074
6      4000 49503   118.184.36.94    104.40.9.180	2998.842
17    33484 40001    48.166.114.1 224.237.183.176	2995.908
6     37894 22676d5ff:b5..4d:15d12081:c6..ff:ff70	2994.831
6     26352  3066  119.94.253.162   50.108.42.251	2939.822
17    53331  8999 177.128.241.199   175.36.140.57	2939.257
6     50224  1094    66.187.59.48   51.141.180.86	2938.859
6     54364  1094    51.244.76.10 107.171.123.135	2928.917
6     21420 49482  51.109.151.203    118.80.32.14	2879.774
6      1095 60198  107.240.111.43    66.187.38.64	2874.578
6     60477  1094  117.224.39.126  113.111.134.12	2863.772
6     50858  1094   113.111.81.88  116.130.236.78	2819.864
6     37014 23001 116.173.116.145  124.221.63.212	2819.798
6     52930  1095   51.141.180.57  107.240.111.22	2818.602
6     14285 42751  110.235.213.41    37.9.125.244	2817.855
6     58408  1095    66.187.3.226  107.240.111.23	2817.408
6     38284 22220 116.173.116.145  124.221.63.218	2816.565
6      1095 58408  107.240.111.23    66.187.3.226	2816.294
17      443 54039   83.161.37.115   224.31.154.75	2813.936
6      1095 56454  107.240.111.57    66.187.3.120	2811.635
6     23030 330802081:c7..e4:a182dffe:6c..f6:5c56	2759.678
6     40425 248721998:c8..f::ff772081:c7..9b:dd7c	2759.589
6     49292 23945dffe:6c..08:d3a32081:c7..1a:5e93	2759.449
6     24872 404252081:c7..9b:dd7c1998:c8..f::ff77	2758.341
6     23945 492922081:c7..1a:5e93dffe:6c..08:d3a3	2758.108
6      1095 37366  107.240.111.32   58.143.160.74	2757.763
6     56526   443  172.188.58.155  104.102.224.76	2753.654
6     21421 54040db00:ba..e1:ff3720fe:f9..c0:6f04	2699.95
6     39424 2281120fe:f9..2b:d216db00:ba..ff11:ee	2699.584
6     40166 22397   119.94.90.107    51.60.214.59	2699.461
6     22397 40166    51.60.214.59   119.94.90.107	2699.344
6     23636 34940db00:ba..1e:ff3620fe:f9..c0:6f04	2699.15
6     53204   443   116.45.61.103   113.228.10.31	2699.141
17    61384  8999    69.155.47.19  104.102.134.21	2698.715
6     45628 22742   116.79.156.79  105.146.93.224	2698.597
6     22573 52500df81:c3..d3:91f7dffe:6c..f7:efb9	2698.14
6     41144  1095   66.187.38.184  107.240.111.54	2696.585
6     15774 22104  119.94.168.248   50.108.42.251	2639.917
6     21287 11438   119.94.253.86   50.108.42.251	2639.647
6     39850 23922     62.12.63.97     51.57.32.45	2639.597
6      1095 36113 118.184.206.116  117.224.39.126	2638.762
6     24922 49894207e:c6..feae:bc2081:c6..00:0:66	2637.637
6     49894 249222081:c6..00:0:66207e:c6..feae:bc	2636.227
6      1095 32770   51.51.156.131  107.240.111.26	2630.695
6     56218 24487   51.51.156.140   119.94.90.107	2621.424
6     41588 20716 116.173.116.144  124.221.63.208	2579.793
6     45038  1095     66.187.3.94   107.240.111.3	2579.715
6     25608 36400   119.94.171.22   51.142.79.217	2578.408
6     53957 14285    71.31.181.73  110.235.213.41	2577.642
6       443 49029  113.203.211.91    57.219.4.182	2573.515
6     20849 34356   117.22.207.50   57.136.32.123	2519.663
6     20984 59994dffe:c6..fe:ffbadb00:ba..ee:ff28	2519.59
6      1094 57010  117.93.201.194   51.168.10.184	2519.347
6     33144 34196   51.142.79.113     66.186.54.8	2519.347
6     59318  1094    51.40.150.98  116.130.236.78	2518.064
17    46513 47605 161.182.190.181     49.18.148.0	2517.833
6     40966 24141  51.109.151.135  98.125.138.243	2517.827
6     42020  1094   51.40.150.119  116.130.236.93	2515.226
6      1095 39054    51.209.3.237   66.187.58.161	2514.413
6      8000 60604    49.78.130.93   166.98.253.77	2489.286
6     23636 41582  105.78.135.248 116.204.216.118	2483.212
6     22143 62220   119.94.169.73   50.108.42.251	2459.636
6     23081 56361ea85:81..00:e52f2081:c7..9a:de6f	2459.384
6     58514 33125  113.111.82.100     96.85.26.45	2459.006
6     12000 20313 113.111.102.132  119.94.170.204	2456.879
6     58522 29415   50.108.42.251   119.94.170.67	2453.593
6     34570 19283   113.205.2.164   119.94.169.70	2451.568
6      1095 52015   117.22.157.84  120.25.236.183	2439.982
6      1095 59758  107.240.111.45  117.118.241.95	2399.955
6      1095 58738  107.240.111.22   66.187.69.237	2399.269
17    48399 27991  219.108.154.92 104.232.197.152	2398.432
6     58738  1095   66.187.69.237  107.240.111.22	2398.222
6     38831 21188   50.108.42.251  119.94.171.134	2398.034
6     48784 24230    113.205.3.98  51.109.151.219	2395.882
6     38064 24369  107.240.111.16  51.109.151.216	2395.077
6      1094 59444  118.80.133.224   66.186.45.205	2390.464
6      1094 478421900:9f..58:b57bd5ff:b5..32:25fc	2388.582
6     27182 20992  119.94.170.190   50.108.42.251	2339.857
6      1095 48776  107.240.111.48   49.181.185.75	2339.831
6      1095 58742  107.240.111.57   49.181.184.85	2339.793
6     41157 57178    161.86.4.160  104.83.218.111	2339.735
6     23171 44414dffe:c6..fe:ff69db00:ba..1e:ff35	2339.595
6      1095 46202   107.240.111.5   49.181.185.77	2339.175
6     23585 42522  119.94.169.147  51.243.156.216	2338.932
17      443  5379   113.170.38.50   99.242.121.18	2338.919
6      1095 50256  107.240.111.45   49.181.185.76	2338.879
6     33133 42978ea85:81..00:e4f1d5ff:b5..bd:15d4	2337.749
6     28697 37060   119.94.171.18    51.60.214.22	2336.135
6     20992 27182   50.108.42.251  119.94.170.190	2335.259
6     46202  1095   49.181.185.77   107.240.111.5	2332.595
6      1095 53836  107.240.111.51   49.181.184.85	2331.824
6     28076 56666   119.94.169.78   50.108.42.251	2279.622
6      1094 60024 116.130.236.116 113.111.102.210	2279.59
6     53040  1095   117.22.213.22  107.240.111.16	2279.587
6     22218 46245  51.109.151.128    51.209.3.205	2278.553
17      443 48956    83.161.33.37   48.142.130.91	2275.993
6     36856  1095     66.186.7.41  107.240.111.20	2275.586
17     5282 58321  94.242.172.187   172.92.126.58	2272.818
6     36622 20895ea85:81..ff:e13ddffe:c6..:1:ff6b	2272.66
17    36976 17154   175.36.217.75   174.30.178.58	2266.574
6     29354 39080   119.94.169.78   50.108.42.251	2219.857
6       443 11008 224.237.186.113  51.245.215.148	2219.536
6     39080 29354   50.108.42.251   119.94.169.78	2219.367
6     47912 22888  113.111.82.100  119.94.169.102	2218.098
6     44814   873   100.67.63.238   99.204.139.37	2217.214
6     53806 24016     54.32.47.13   50.101.30.160	2211.906
6      1095 45622     51.57.72.32    50.101.25.25	2159.896
17    50132 65413    243.12.21.36    51.89.252.19	2157.115
6     46174  1095  109.230.54.176     51.57.72.23	2155.225
6     24181 38752  51.109.151.222  107.240.111.46	2153.759
6     41386 24916   109.230.54.32  51.109.151.213	2151.301
17    58828 48349   108.115.46.53   73.225.124.56	2149.048
17    53405 27054 104.168.187.195 105.128.251.156	2140.273
6     49870  1095    66.187.93.67  107.240.111.62	2099.949
6      1095 47740   107.240.111.5     66.186.7.27	2099.655
6      1095 49870  107.240.111.62    66.187.93.67	2099.599
17    33001 51425    51.57.63.212    49.191.23.65	2099.298
6      1095 57110  107.240.111.18    66.187.3.105	2096.997
6     39102  1095    66.187.69.85  107.240.111.50	2088.009
6      1095 48286207e:c6..81af:bd20fe:e0..2c:ec2b	2072.108
6       443 56214   104.122.191.9  66.113.111.185	2036.168
17    65338  1194    50.114.68.41   232.159.96.41	2021.647
6     51296  1095dffe:6c..f6:e31d207e:14..feff:10	2011.38
17     8999 26833   175.36.122.81  161.149.59.193	1977.555
6     47576 50816    51.57.63.222 116.189.248.193	1976.458
6      1094 446861900:9f..36:bc33d5ff:b5..32:5402	1975.336
6      8014   443  51.171.163.161   232.136.63.67	1972.048
6      1094 59300  116.130.236.93   119.17.81.225	1970.1
6     52408  1095 116.204.216.118   51.51.156.131	1968.981
6     10500   443  51.245.215.148   69.70.181.173	1965.372
6     15689 34976   119.94.170.53   50.108.42.251	1919.794
6      1095 43992  107.240.111.23  117.22.180.111	1919.247
6     60604 33115     54.32.47.13   119.45.65.186	1919.233
6        80 56234   238.141.25.37  51.236.148.255	1918.816
6     21161 52506  51.109.151.128  107.240.111.41	1918.103
6     51382 18268  51.141.180.251   119.94.253.70	1903.785
6      1095 43480   107.240.111.5    118.80.32.14	1903.63
6     63618 26935   50.108.42.251  119.94.171.149	1859.354
6     37100  1095    51.209.3.205  107.240.111.44	1855.404
6        80 50633  191.142.118.13  51.129.190.151	1845.597
6     48652 33513  119.45.164.164   119.94.171.48	1843.918
17    16393  3495   190.84.118.84 166.197.107.240	1840.637
17     5269 59764   94.242.174.16   124.165.224.6	1837.083
6     50462  1094d5ff:b5..b2:abf6df81:38..81cf:77	1798.57
6      1095 47974 118.184.206.118  117.224.39.126	1796.316
6     53342   443  48.193.169.224    54.39.140.70	1793.868
6        80 50488  191.142.118.13  51.129.190.151	1785.266
6     21887 54427  124.221.63.225 117.151.112.232	1779.671
6     25917   443   36.85.221.197   204.81.62.155	1765.802
17     5207 49816  94.242.174.200   51.134.30.204	1753.845
6     29488 60949  119.94.170.111   50.108.42.251	1739.871
6     52174 20951dffe:94..ff:ff112001:ec..f:ff:e8	1739.724
6     20131 60868   69.45.163.144    51.190.89.42	1739.627
6     24388 60212d500:ec..ff88:9c207e:e0..ad:1598	1739.237
6     20793 54366   119.94.253.86   50.108.42.251	1739.113
6      1095 56816    51.209.3.235   66.187.58.111	1738.853
6     37412 23727     50.5.79.231   95.253.230.20	1738.644
6     53264  1094  113.111.82.142  116.130.236.78	1738.574
6     63039   443   104.232.166.3   69.70.182.214	1735.85
6     34977 59608df01:48..36:ff4820fe:f9..09:b3f6	1735.708
6     50078 20487   51.40.150.100  119.94.170.169	1734.38
6     23815 48892dffe:94..ffff::42081:eb..50:fecd	1723.629
6     54032  1095  117.224.39.126 118.184.206.119	1701.256
6     35020 23754df81:38..e30:152dffe:c6..81:ff93	1679.959
6     54694 23514    66.187.3.166   50.101.30.175	1679.875
6     22726 23734df81:ec..00:ff13dffe:c6..81:ff93	1679.735
6     46858 31593   50.108.42.251  119.94.169.103	1679.623
6     50174 22331 104.140.116.238  124.221.63.223	1679.034
6      1094 63286  116.130.236.94 113.111.182.182	1678.193
17    10618 58551 115.157.103.143    192.147.4.87	1677.94
6     37491  1095  117.224.39.126 118.184.206.118	1677.681
6     41372 233222001:ec..f:ff:fb207e:9b..f:ff:7a	1619.755
6     54098 26363   51.142.79.217   119.94.170.94	1619.677
6     34884 24782   50.108.42.251   119.94.253.65	1618.804
6     37462 23854207e:9b..ffff:6e2001:ec..ffff:e7	1618.31
6     38248 20275   51.141.180.57    50.108.88.47	1615.429
6     30844 4527820fe:69..66:81eadffe:f9..ff04:6d	1614.664
17    58055 51042   87.163.128.11  115.155.151.34	1613.774
6      1094 45602  116.130.236.82    165.98.47.34	1610.173
6     60042  1095   66.186.44.196  107.240.111.32	1608.511
